dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1262304000,2010-01-01 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.85,4800,272.67,272.05,274.58,275.21,1019,,,85,2.6,240,,,,0.32,,100,500,Rain,light rain,10n
1262304000,2010-01-01 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.85,4800,272.67,272.05,274.58,275.21,1019,,,85,2.6,240,,,,0.32,,100,600,Snow,light snow,13n
1262307600,2010-01-01 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.72,6437,272.7,274.72,274.38,275.01,1018,,,86,1,160,,0.3,,,,100,500,Rain,light rain,10n
1262307600,2010-01-01 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.72,6437,272.7,274.72,274.38,275.01,1018,,,86,1,160,,0.3,,,,100,701,Mist,mist,50n
1262311200,2010-01-01 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.7,4828,273.1,274.7,274.47,275.21,1017,,,89,0,0,,1.3,,,,100,501,Rain,moderate rain,10n
1262311200,2010-01-01 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.7,4828,273.1,274.7,274.47,275.21,1017,,,89,0,0,,1.3,,,,100,701,Mist,mist,50n
1262314800,2010-01-01 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.85,6000,273.23,273.33,274.59,275.21,1017,,,89,1.5,20,,,3,,,100,500,Rain,light rain,10n
1262318400,2010-01-01 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.91,10000,273.29,274.91,274.63,275.26,1017,,,89,0.5,160,,0.3,,,,100,500,Rain,light rain,10n
1262322000,2010-01-01 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.94,8047,273.32,274.94,274.71,275.21,1017,,,89,0,0,,,,,,100,701,Mist,mist,50n
1262325600,2010-01-01 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.92,6000,273.3,274.92,274.75,275.21,1016,,,89,0.5,270,,,,,,100,701,Mist,mist,50n
1262329200,2010-01-01 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,275.05,6437,273.43,272.79,274.64,275.27,1016,,,89,2.1,300,,,,,,100,701,Mist,mist,50n
1262332800,2010-01-01 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.89,6437,273.27,271.66,274.66,275.21,1016,,,89,3.1,340,,,,,,100,701,Mist,mist,50n
1262336400,2010-01-01 09:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.67,8000,272.93,271.01,274.59,274.86,1016,,,88,3.6,340,,,,,,100,701,Mist,mist,50n
1262340000,2010-01-01 10:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.96,10000,272.31,273.96,273.65,274.46,1015,,,88,1,310,,,,,,75,803,Clouds,broken clouds,04n
1262343600,2010-01-01 11:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.8,8047,272.17,273.8,273.55,274.11,1016,,,88,1,280,,,,,,75,701,Mist,mist,50n
1262347200,2010-01-01 12:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.93,8000,272.29,271.48,273.01,274.36,1016,,,88,2.1,290,,,,,,40,701,Mist,mist,50n
1262350800,2010-01-01 13:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.13,8047,272.46,274.13,273.46,274.61,1015,,,88,0.5,310,7.7,,,,,75,701,Mist,mist,50d
1262354400,2010-01-01 14:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.93,9656,273.16,272.65,274.11,275.45,1016,,,88,2.1,270,,,,,,75,701,Mist,mist,50d
1262358000,2010-01-01 15:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,276.59,9000,274.95,274.11,275.21,277.14,1016,,,89,2.6,300,8.2,,,,,100,701,Mist,mist,50d
1262361600,2010-01-01 16:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,277.87,10000,273.82,275.25,277.66,278.1,1016,,,75,3.1,360,,,,,,75,803,Clouds,broken clouds,04d
1262365200,2010-01-01 17:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,278.35,10000,273.33,275.49,277.56,278.64,1014,,,70,3.6,330,,,,,,75,803,Clouds,broken clouds,04d
1262368800,2010-01-01 18:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,278.99,10000,272.38,275.99,278.46,279.71,1014,,,62,4.1,330,,,,,,40,802,Clouds,scattered clouds,03d
1262372400,2010-01-01 19:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,278.94,10000,271.74,274.78,278.83,279.11,1013,,,59,6.7,330,,,,,,75,803,Clouds,broken clouds,04d
1262376000,2010-01-01 20:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,278.55,10000,271.42,274.94,278.03,279.11,1013,,,59,5.1,320,,,,,,75,803,Clouds,broken clouds,04d
1262379600,2010-01-01 21:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,278.19,10000,270.7,275,277.53,279.11,1014,,,57,4.1,340,,,,,,40,802,Clouds,scattered clouds,03d
1262383200,2010-01-01 22:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,277.24,10000,269.7,274.14,276.55,278.16,1013,,,56,3.6,320,,,,,,75,803,Clouds,broken clouds,04n
1262386800,2010-01-01 23:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,276.62,10000,269.4,271.81,275.96,277.41,1014,,,57,6.7,320,11.8,,,,,100,804,Clouds,overcast clouds,04n
1262390400,2010-01-02 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,275.67,10000,268.4,269.67,274.81,276.46,1014,,,56,9.3,320,12.3,,,,,40,802,Clouds,scattered clouds,03n
1262394000,2010-01-02 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.25,10000,266.13,268.57,273.7,274.56,1014,,,51,7.2,320,,,,,,40,802,Clouds,scattered clouds,03n
1262397600,2010-01-02 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.4,10000,264.25,266.89,272.99,273.7,1014,,,46,8.7,310,,,,,,20,801,Clouds,few clouds,02n
1262401200,2010-01-02 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.09,10000,263.53,265.78,271.64,272.76,1014,,,48,7.2,310,,,,,,0,800,Clear,sky is clear,01n
1262404800,2010-01-02 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.94,10000,263.39,266.06,271.54,272.36,1014,,,48,6.2,320,,,,,,0,800,Clear,sky is clear,01n
1262408400,2010-01-02 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.62,10000,263.09,264.75,271.26,272.06,1014,,,48,8.2,310,,,,,,20,801,Clouds,few clouds,02n
1262412000,2010-01-02 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.49,10000,262.97,264.49,271.16,271.86,1013,,,48,9.3,310,12.9,,,,,40,802,Clouds,scattered clouds,03n
1262415600,2010-01-02 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.23,10000,262.49,264.68,270.81,271.56,1013,,,47,7.2,300,,,,,,20,801,Clouds,few clouds,02n
1262419200,2010-01-02 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.08,10000,262.35,264.72,270.78,271.46,1014,,,47,6.7,320,10.3,,,,,20,801,Clouds,few clouds,02n
1262422800,2010-01-02 09:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.63,10000,261.92,263.63,270.24,271.26,1014,,,47,8.2,320,11.8,,,,,40,802,Clouds,scattered clouds,03n
1262426400,2010-01-02 10:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.33,10000,261.64,264.29,270.02,270.81,1014,,,47,5.7,300,9.3,,,,,75,803,Clouds,broken clouds,04n
1262430000,2010-01-02 11:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.4,10000,261.47,263.61,270.09,270.81,1014,,,46,7.2,320,10.8,,,,,75,803,Clouds,broken clouds,04n
1262433600,2010-01-02 12:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.32,10000,261.15,263.5,270.07,270.58,1014,,,45,7.2,300,12.9,,,,,40,802,Clouds,scattered clouds,03n
1262437200,2010-01-02 13:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.38,10000,261.21,263.38,270.1,270.66,1014,,,45,7.7,310,,,,,,75,803,Clouds,broken clouds,04d
1262440800,2010-01-02 14:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.46,10000,260.25,263.46,270.2,270.71,1014,,,41,10.8,320,,,,,,75,803,Clouds,broken clouds,04d
1262444400,2010-01-02 15:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.69,10000,260.46,263.69,269.96,271.07,1014,,,41,9.3,310,19,,,,,40,802,Clouds,scattered clouds,03d
1262448000,2010-01-02 16:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.88,10000,260.91,263.88,270.16,271.18,1014,,,42,11.8,320,14.9,,,,,75,803,Clouds,broken clouds,04d
1262451600,2010-01-02 17:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.27,10000,259.87,264.27,270.96,271.41,1014,,,37,13.9,310,18,,,,,75,803,Clouds,broken clouds,04d
1262455200,2010-01-02 18:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.23,10000,259.83,264.23,270.86,271.41,1013,,,37,9.8,310,,,,,,40,802,Clouds,scattered clouds,03d
1262458800,2010-01-02 19:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.93,10000,259.26,263.93,270.56,271.16,1013,,,36,13.4,310,18,,,,,75,803,Clouds,broken clouds,04d
1262462400,2010-01-02 20:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.84,10000,258.55,263.84,270.51,271.05,1013,,,34,11.3,310,,,,,,40,802,Clouds,scattered clouds,03d
1262466000,2010-01-02 21:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.29,10000,258.67,263.29,269.93,270.48,1015,,,36,9.8,320,18,,,,,40,802,Clouds,scattered clouds,03d
1262469600,2010-01-02 22:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.31,10000,258.07,262.31,269.01,269.76,1015,,,37,10.8,320,18,,,,,20,801,Clouds,few clouds,02n
1262473200,2010-01-02 23:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.94,10000,258.3,261.94,268.63,269.26,1015,,,39,10.8,310,14.9,,,,,40,802,Clouds,scattered clouds,03n
1262476800,2010-01-03 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.72,10000,258.1,261.72,268.43,268.96,1016,,,39,9.8,310,14.9,,,,,20,801,Clouds,few clouds,02n
1262480400,2010-01-03 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.35,10000,258.3,261.35,267.99,268.56,1016,,,41,8.7,310,,,,,,20,801,Clouds,few clouds,02n
1262484000,2010-01-03 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,267.84,10000,257.83,260.84,267.41,268.36,1016,,,41,7.7,320,9.8,,,,,40,802,Clouds,scattered clouds,03n
1262487600,2010-01-03 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,267.05,10000,257.35,260.05,266.6,267.66,1016,,,42,11.3,300,,,,,,20,801,Clouds,few clouds,02n
1262491200,2010-01-03 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,266.86,10000,257.18,259.86,266.4,267.26,1016,,,42,9.8,300,,,,,,20,801,Clouds,few clouds,02n
1262494800,2010-01-03 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,266.55,10000,256.37,259.55,266.06,267.16,1015,,,40,10.8,320,,,,,,20,801,Clouds,few clouds,02n
1262498400,2010-01-03 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,266.15,10000,257.02,259.15,265.71,266.56,1015,,,44,8.2,310,,,,,,0,800,Clear,sky is clear,01n
1262502000,2010-01-03 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,266.02,10000,255.88,259.02,265.61,266.21,1015,,,40,9.8,300,,,,,,0,800,Clear,sky is clear,01n
1262505600,2010-01-03 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.72,10000,256.12,258.72,265.21,266.04,1015,,,42,11.3,310,15.4,,,,,0,800,Clear,sky is clear,01n
1262509200,2010-01-03 09:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.46,10000,255.88,258.46,264.99,265.73,1014,,,42,9.8,300,12.3,,,,,0,800,Clear,sky is clear,01n
1262512800,2010-01-03 10:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.09,10000,255.28,258.09,264.71,265.26,1013,,,41,8.7,300,,,,,,0,800,Clear,sky is clear,01n
1262516400,2010-01-03 11:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.08,10000,255.27,258.08,264.7,265.36,1013,,,41,7.2,310,,,,,,0,800,Clear,sky is clear,01n
1262520000,2010-01-03 12:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.08,10000,256.02,258.08,264.71,265.31,1014,,,44,9.8,300,,,,,,0,800,Clear,sky is clear,01n
1262523600,2010-01-03 13:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,264.99,10000,255.69,257.99,264.11,265.29,1014,,,43,8.8,290,18,,,,,0,800,Clear,sky is clear,01d
1262527200,2010-01-03 14:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,265.53,10000,255.42,258.53,264.86,265.92,1013,,,40,9.3,290,,,,,,0,800,Clear,sky is clear,01d
1262530800,2010-01-03 15:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,267.36,10000,257.12,260.36,266.31,267.73,1013,,,40,10.3,300,16.5,,,,,20,801,Clouds,few clouds,02d
1262534400,2010-01-03 16:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.03,10000,257.46,261.03,266.86,268.46,1011,,,39,13.4,300,19,,,,,20,801,Clouds,few clouds,02d
1262538000,2010-01-03 17:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.41,10000,257.56,262.41,268.61,269.69,1011,,,35,10.8,280,19,,,,,40,802,Clouds,scattered clouds,03d
1262541600,2010-01-03 18:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.11,10000,257.89,263.11,269.71,270.43,1011,,,34,10.3,280,20.6,,,,,40,802,Clouds,scattered clouds,03d
1262545200,2010-01-03 19:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.45,10000,258.2,263.45,269.86,270.82,1009,,,34,12.3,310,18,,,,,40,802,Clouds,scattered clouds,03d
1262548800,2010-01-03 20:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.48,10000,258.85,263.48,270.05,270.81,1010,,,36,9.3,300,14.9,,,,,40,802,Clouds,scattered clouds,03d
1262552400,2010-01-03 21:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.37,10000,259.34,263.37,270.01,270.75,1011,,,38,10.3,300,,,,,,40,802,Clouds,scattered clouds,03d
1262556000,2010-01-03 22:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.55,10000,258.86,262.76,269.14,269.75,1011,,,39,6.7,290,16,,,,,75,803,Clouds,broken clouds,04n
1262559600,2010-01-03 23:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.4,10000,259.27,262.4,269.11,269.62,1011,,,41,9.8,300,16,,,,,75,803,Clouds,broken clouds,04n
1262563200,2010-01-04 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.17,10000,259.06,262.17,268.87,269.36,1012,,,41,9.3,290,,,,,,40,802,Clouds,scattered clouds,03n
1262566800,2010-01-04 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.13,10000,260.04,263.14,268.61,269.36,1012,,,45,5.1,280,11.3,,,,,40,802,Clouds,scattered clouds,03n
1262570400,2010-01-04 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.06,10000,259.98,262.06,268.61,269.31,1012,,,45,7.7,310,,,,,,40,802,Clouds,scattered clouds,03n
1262574000,2010-01-04 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.9,10000,259.83,261.9,268.54,269.08,1013,,,45,7.7,310,,,,,,40,802,Clouds,scattered clouds,03n
1262577600,2010-01-04 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.83,10000,259.76,261.83,268.47,268.98,1012,,,45,9.3,300,,,,,,40,802,Clouds,scattered clouds,03n
1262581200,2010-01-04 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.56,10000,259.99,261.56,268.01,268.82,1012,,,47,6.7,300,,,,,,40,802,Clouds,scattered clouds,03n
1262584800,2010-01-04 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.41,10000,259.85,261.57,268.01,268.63,1012,,,47,6.2,320,14.4,,,,,40,802,Clouds,scattered clouds,03n
1262588400,2010-01-04 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.6,10000,259.55,261.6,268.33,268.82,1012,,,45,8.7,300,,,,,,75,803,Clouds,broken clouds,04n
1262592000,2010-01-04 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.43,10000,260.32,261.43,268.01,268.72,1012,,,49,7.2,310,,,,,,75,803,Clouds,broken clouds,04n
1262595600,2010-01-04 09:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.64,10000,260.06,262.15,268.45,268.88,1013,,,47,5.7,310,10.3,,,,,40,802,Clouds,scattered clouds,03n
1262599200,2010-01-04 10:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.93,10000,260.79,262.23,268.61,269.26,1012,,,49,6.2,290,,,,,,100,804,Clouds,overcast clouds,04n
1262602800,2010-01-04 11:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,268.98,10000,260.84,262.95,268.61,269.37,1012,,,49,5.1,300,,,,,,75,803,Clouds,broken clouds,04n
1262606400,2010-01-04 12:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.14,10000,260.99,263.15,268.61,269.62,1012,,,49,5.1,310,7.2,,,,,40,802,Clouds,scattered clouds,03n
1262610000,2010-01-04 13:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,269.34,10000,261.18,264.11,268.96,269.83,1012,,,49,4.1,290,,,,,,75,803,Clouds,broken clouds,04d
1262613600,2010-01-04 14:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.16,10000,261.48,265.12,269.71,270.53,1013,,,47,4.1,300,9.3,,,,,75,803,Clouds,broken clouds,04d
1262617200,2010-01-04 15:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.77,10000,261.99,266.11,270.06,272.38,1013,,,43,5.7,290,,,,,,40,802,Clouds,scattered clouds,03d
1262620800,2010-01-04 16:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.38,10000,262.3,265.95,270.76,272.97,1013,,,42,7.7,310,12.9,,,,,100,804,Clouds,overcast clouds,04d
1262624400,2010-01-04 17:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.34,10000,262.34,267.39,273.01,273.57,1012,,,39,7.2,300,10.3,,,,,100,804,Clouds,overcast clouds,04d
1262628000,2010-01-04 18:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.7,10000,262.63,269.16,273.38,273.96,1012,,,39,4.6,290,9.3,,,,,100,804,Clouds,overcast clouds,04d
1262631600,2010-01-04 19:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.88,10000,262.18,267.7,273.53,274.21,1011,,,37,8.2,290,11.3,,,,,75,803,Clouds,broken clouds,04d
1262635200,2010-01-04 20:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.76,10000,261.78,267.94,273.16,274.2,1011,,,36,7.2,310,,,,,,75,803,Clouds,broken clouds,04d
1262638800,2010-01-04 21:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.34,10000,262.34,268.71,272.83,273.68,1012,,,39,4.6,280,9.3,,,,,40,802,Clouds,scattered clouds,03d
1262642400,2010-01-04 22:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.32,10000,262.76,265.67,272.07,272.56,1012,,,44,8.2,310,,,,,,75,803,Clouds,broken clouds,04n
1262646000,2010-01-04 23:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.26,10000,262.71,266.23,271.91,272.43,1012,,,44,6.7,310,11.8,,,,,75,803,Clouds,broken clouds,04n
1262649600,2010-01-05 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.03,10000,262.49,266.18,271.76,272.25,1013,,,44,6.2,290,9.3,,,,,100,804,Clouds,overcast clouds,04n
1262653200,2010-01-05 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.81,10000,262.79,266.81,271.31,272.06,1013,,,46,4.6,300,,,,,,75,803,Clouds,broken clouds,04n
1262656800,2010-01-05 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.57,10000,262.8,267.66,270.81,271.82,1014,,,47,3.1,290,7.2,,,,,40,802,Clouds,scattered clouds,03n
1262660400,2010-01-05 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.14,10000,262.4,266.32,270.76,271.42,1013,,,47,4.1,300,,,,,,40,802,Clouds,scattered clouds,03n
1262664000,2010-01-05 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.16,10000,263.12,266.35,270.66,271.47,1013,,,50,4.1,280,,,,,,100,804,Clouds,overcast clouds,04n
1262667600,2010-01-05 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.94,10000,263.35,265.73,270.21,271.32,1012,,,52,4.6,280,7.7,,,,,75,803,Clouds,broken clouds,04n
1262671200,2010-01-05 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.91,10000,262.88,266.43,270.56,271.22,1012,,,50,3.6,270,,,,,,100,804,Clouds,overcast clouds,04n
1262674800,2010-01-05 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.94,10000,262.91,266.46,270.8,271.18,1012,,,50,3.6,290,,,,,,100,804,Clouds,overcast clouds,04n
1262678400,2010-01-05 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.93,10000,262.44,266.06,270.69,271.31,1012,,,48,4.1,300,,,,,,100,804,Clouds,overcast clouds,04n
1262682000,2010-01-05 09:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.75,10000,261.8,264.29,270.38,271.31,1012,,,46,6.7,300,,,,,,100,804,Clouds,overcast clouds,04n
1262685600,2010-01-05 10:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.94,10000,262.21,264.3,270.75,271.14,1012,,,47,7.2,320,10.8,,,,,100,804,Clouds,overcast clouds,04n
1262689200,2010-01-05 11:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.96,10000,262.23,264.11,270.79,271.16,1012,,,47,7.7,330,10.3,,,,,100,804,Clouds,overcast clouds,04n
1262692800,2010-01-05 12:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.73,10000,263.15,265.15,270.21,270.95,1013,,,52,5.1,330,8.7,,,,,100,804,Clouds,overcast clouds,04n
1262696400,2010-01-05 13:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,270.75,10000,263.6,265.84,270.21,270.99,1013,,,54,4.1,310,,,,,,100,600,Snow,light snow,13d
1262700000,2010-01-05 14:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.59,10000,263.06,266.53,271.31,271.76,1014,,,48,4.6,320,8.2,,,,,100,804,Clouds,overcast clouds,04d
1262703600,2010-01-05 15:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.88,10000,263.79,267.26,271.36,273.41,1013,,,46,6.2,320,10.8,,,,,40,802,Clouds,scattered clouds,03d
1262707200,2010-01-05 16:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.75,10000,263.5,267.72,273.57,273.9,1013,,,42,7.7,320,10.8,,,,,75,803,Clouds,broken clouds,04d
1262710800,2010-01-05 17:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.06,10000,263.48,268.12,272.96,274.46,1012,,,41,7.7,310,,,,,,75,803,Clouds,broken clouds,04d
1262714400,2010-01-05 18:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.09,10000,262.94,268.16,273.66,274.4,1011,,,39,7.7,320,12.3,,,,,40,802,Clouds,scattered clouds,03d
1262718000,2010-01-05 19:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.45,,265.36,269.03,274.17,274.75,1011,,,47,6.7,300,,,,,,100,804,Clouds,overcast clouds,04d
1262721600,2010-01-05 20:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.54,10000,262.72,268.74,274.19,274.79,1011,,,37,7.7,320,12.9,,,,,100,804,Clouds,overcast clouds,04d
1262725200,2010-01-05 21:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,274.27,10000,263.09,268.39,273.96,274.71,1011,,,39,7.7,310,10.8,,,,,40,802,Clouds,scattered clouds,03d
1262728800,2010-01-05 22:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.42,10000,262.96,267.5,273.14,273.76,1011,,,41,7.2,300,,,,,,75,803,Clouds,broken clouds,04n
1262732400,2010-01-05 23:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,273.25,10000,263.09,267.73,272.86,273.53,1012,,,42,6.2,290,,,,,,75,803,Clouds,broken clouds,04n
1262736000,2010-01-06 00:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.61,10000,263.53,266.68,271.91,272.97,1012,,,46,6.7,300,,,,,,40,802,Clouds,scattered clouds,03n
1262739600,2010-01-06 01:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.39,10000,263.33,267.53,271.91,272.76,1012,,,46,4.6,290,,,,,,100,804,Clouds,overcast clouds,04n
1262743200,2010-01-06 02:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.29,10000,263.24,267.1,271.91,272.56,1012,,,46,5.1,310,,,,,,100,804,Clouds,overcast clouds,04n
1262746800,2010-01-06 03:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.86,10000,262.83,266.56,271.73,272.02,1013,,,46,5.1,280,,,,,,100,804,Clouds,overcast clouds,04n
1262750400,2010-01-06 04:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,272.09,10000,263.05,266.85,271.91,272.29,1012,,,46,5.1,300,7.7,,,,,100,804,Clouds,overcast clouds,04n
1262754000,2010-01-06 05:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.97,10000,262.94,265.86,271.82,272.11,1012,,,46,6.7,300,,,,,,100,804,Clouds,overcast clouds,04n
1262757600,2010-01-06 06:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.73,10000,263.19,266.06,271.31,271.93,1012,,,48,5.7,290,9.8,,,,,100,804,Clouds,overcast clouds,04n
1262761200,2010-01-06 07:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.78,10000,263.24,266.46,271.31,271.99,1012,,,48,5.1,300,9.3,,,,,100,804,Clouds,overcast clouds,04n
1262764800,2010-01-06 08:00:00 +0000 UTC,-18000,Washington,38.907192,-77.036871,271.72,10000,263.18,265.78,271.31,271.93,1012,,,48,6.2,300,,,,,,75,803,Clouds,broken clouds,04n
